"Date","Price","Open","High","Low","Vol.","Change %"
"09/05/2021","66.21","66.86","67.54","66.01","19.79M","-0.09%"
"08/29/2021","66.27","65.86","66.98","65.39","17.81M","0.42%"
"08/22/2021","65.99","67.14","67.32","65.40","19.86M","-1.98%"
"08/15/2021","67.32","65.63","67.46","65.56","22.38M","2.73%"
"08/08/2021","65.53","64.84","66.00","64.40","18.89M","1.28%"
"08/01/2021","64.70","63.99","65.10","63.14","19.41M","1.30%"
"07/25/2021","63.87","63.90","64.87","63.24","24.60M","0.02%"
"07/18/2021","63.86","62.93","63.97","61.81","22.61M","1.19%"
"07/11/2021","63.11","61.34","63.44","61.06","15.77M","2.67%"
"07/04/2021","61.47","61.52","61.84","60.76","13.20M","-0.10%"
"06/27/2021","61.53","61.75","61.92","60.12","17.19M","0.00%"
"06/20/2021","61.53","61.72","62.92","60.59","22.10M","0.13%"
"06/13/2021","61.45","63.77","64.68","61.38","21.63M","-3.76%"
"06/06/2021","63.85","64.50","64.93","63.07","21.02M","-0.78%"
"05/30/2021","64.35","64.13","64.77","63.31","13.22M","0.67%"
"05/23/2021","63.92","64.63","64.78","63.53","18.53M","-0.71%"
"05/16/2021","64.38","65.11","65.67","63.02","23.93M","-1.12%"
"05/09/2021","65.11","66.45","66.93","64.31","18.99M","-1.74%"
"05/02/2021","66.26","66.18","66.71","64.87","18.78M","0.14%"
"04/25/2021","66.17","65.46","66.23","64.09","20.95M","1.29%"
"04/18/2021","65.33","65.02","66.40","64.40","19.62M","0.49%"
"04/11/2021","65.01","62.82","65.26","62.50","21.19M","3.63%"
"04/04/2021","62.73","62.20","63.36","62.20","14.65M","0.64%"
"03/28/2021","62.33","61.66","62.60","61.15","15.26M","1.09%"
"03/21/2021","61.66","59.50","61.81","59.28","17.35M","3.28%"
"03/14/2021","59.70","60.00","61.45","58.53","24.67M","-0.23%"
"03/07/2021","59.84","59.15","60.22","58.61","23.63M","2.55%"
"02/28/2021","58.35","57.27","58.69","57.02","19.92M","2.87%"
"02/21/2021","56.72","59.32","60.29","56.69","23.30M","-4.37%"
"02/14/2021","59.31","60.01","60.34","58.93","13.70M","-1.31%"
"02/07/2021","60.10","60.94","61.52","59.51","18.02M","-1.28%"
"01/31/2021","60.88","59.28","61.24","58.63","16.13M","3.33%"
"01/24/2021","58.92","59.87","61.04","58.13","18.53M","-2.03%"
"01/17/2021","60.14","60.31","61.14","59.61","18.03M","0.80%"
"01/10/2021","59.66","61.19","61.72","58.46","21.72M","-3.10%"
"01/03/2021","61.57","61.38","61.71","58.95","21.44M","0.23%"
"12/27/2020","61.43","60.02","61.48","59.71","8.42M","2.73%"
"12/20/2020","59.80","59.72","60.37","59.05","10.09M","-0.57%"
