"Date","Price","Open","High","Low","Vol.","Change %"
"05/21/2023","35.00","36.25","36.91","34.67","104.90M","-2.91%"
"05/14/2023","36.05","37.63","37.63","35.72","94.60M","-4.10%"
"05/07/2023","37.59","37.68","37.90","37.29","59.07M","-0.63%"
"04/30/2023","37.83","39.17","39.18","37.15","83.00M","-2.58%"
"04/23/2023","38.83","37.19","39.00","36.57","114.86M","4.05%"
"04/16/2023","37.32","39.22","39.51","36.97","101.21M","-4.84%"
"04/09/2023","39.22","39.21","39.70","38.89","66.27M","-0.66%"
"04/02/2023","39.48","39.05","40.24","39.01","83.04M","1.52%"
"03/26/2023","38.89","37.99","39.05","37.70","76.59M","3.27%"
"03/19/2023","37.66","36.96","37.95","36.93","81.98M","2.36%"
"03/12/2023","36.79","36.54","37.33","36.16","142.52M","0.30%"
"03/05/2023","36.68","38.37","38.63","36.41","117.38M","-4.13%"
"02/26/2023","38.26","38.99","39.15","37.94","91.54M","-1.24%"
"02/19/2023","38.74","39.90","39.98","38.09","66.06M","-3.68%"
"02/12/2023","40.22","40.01","40.58","39.66","69.70M","0.52%"
"02/05/2023","40.01","41.51","41.59","39.72","84.16M","-3.61%"
"01/29/2023","41.51","40.84","42.00","40.70","97.24M","2.14%"
"01/22/2023","40.64","39.99","42.49","38.41","129.74M","1.60%"
"01/15/2023","40.00","41.85","41.92","39.46","99.86M","-4.44%"
"01/08/2023","41.86","41.38","42.18","41.02","94.64M","-0.78%"
"01/01/2023","42.19","39.77","42.58","39.38","116.11M","7.08%"
"12/25/2022","39.40","38.49","39.69","38.32","108.46M","2.58%"
"12/18/2022","38.41","37.33","38.54","36.58","118.57M","3.48%"
"12/11/2022","37.12","37.69","38.62","36.67","168.91M","-0.75%"
"12/04/2022","37.40","37.98","38.11","36.63","117.14M","-2.04%"
"11/27/2022","38.18","39.01","39.23","37.70","114.89M","-2.15%"
"11/20/2022","39.02","38.60","39.36","38.52","60.89M","1.22%"
"11/13/2022","38.55","38.45","38.99","37.29","103.35M","0.65%"
"11/06/2022","38.30","37.32","38.69","36.98","100.70M","2.85%"
"10/30/2022","37.24","37.51","38.35","36.80","120.18M","-1.14%"
"10/23/2022","37.67","35.66","38.04","35.57","126.77M","6.56%"
"10/16/2022","35.35","36.72","37.70","34.55","166.21M","-2.83%"
"10/09/2022","36.38","37.13","37.31","35.04","131.81M","-1.28%"
"10/02/2022","36.85","38.50","39.85","36.81","133.72M","-2.95%"
"09/25/2022","37.97","39.23","39.70","37.95","103.60M","-3.92%"
"09/18/2022","39.52","41.06","41.25","39.11","99.38M","-4.19%"
"09/11/2022","41.25","42.59","42.85","40.66","130.82M","-2.34%"
"09/04/2022","42.24","41.35","42.32","40.71","98.46M","2.28%"
"08/28/2022","41.30","43.01","43.56","41.15","106.91M","-4.51%"
"08/21/2022","43.25","44.40","44.47","43.22","82.55M","-2.63%"
