"Date","Price","Open","High","Low","Vol.","Change %"
"02/14/2021","70.86","71.87","72.53","70.60","43.91M","-0.92%"
"02/07/2021","71.51","72.32","72.65","70.78","54.81M","-1.06%"
"01/31/2021","72.28","74.37","75.25","71.91","58.11M","-1.65%"
"01/24/2021","73.49","76.96","77.42","72.84","54.94M","-4.83%"
"01/17/2021","77.22","79.69","80.00","77.01","36.31M","-2.88%"
"01/10/2021","79.50","79.62","81.62","77.77","52.75M","0.42%"
"01/03/2021","79.17","78.19","80.45","76.17","49.61M","1.50%"
"12/27/2020","78.00","76.90","78.13","76.41","20.95M","2.07%"
"12/20/2020","76.42","75.14","76.69","74.12","27.87M","0.77%"
"12/13/2020","75.83","78.79","79.22","74.80","74.03M","-4.13%"
"12/06/2020","79.10","78.25","80.04","78.24","38.16M","1.24%"
"11/29/2020","78.13","76.28","78.89","75.72","45.39M","2.60%"
"11/22/2020","76.15","76.86","77.39","75.69","32.40M","-0.73%"
"11/15/2020","76.71","77.45","78.16","75.64","41.17M","-0.79%"
"11/08/2020","77.32","80.84","81.21","75.36","38.82M","0.91%"
"11/01/2020","76.63","72.90","79.05","72.12","44.65M","6.85%"
"10/25/2020","71.71","75.64","76.50","70.50","48.44M","-5.79%"
"10/18/2020","76.12","76.40","76.87","74.40","40.87M","0.00%"
"10/11/2020","76.12","76.77","77.17","75.12","41.63M","-0.66%"
"10/04/2020","76.63","77.45","78.03","75.81","42.08M","-0.54%"
"09/27/2020","77.04","79.33","79.81","76.71","36.38M","-2.57%"
"09/20/2020","79.08","80.97","81.37","78.00","38.60M","-3.36%"
"09/13/2020","81.82","80.29","82.29","79.76","47.88M","1.57%"
"09/06/2020","80.55","81.95","81.95","79.14","30.57M","-0.89%"
"08/30/2020","81.28","81.62","83.72","80.02","46.42M","-0.48%"
"08/23/2020","81.67","81.24","82.28","80.55","36.52M","0.79%"
"08/16/2020","81.03","80.36","81.73","79.88","33.86M","1.80%"
"08/09/2020","79.60","77.25","80.51","76.57","33.93M","3.04%"
"08/02/2020","77.25","78.33","79.91","76.31","36.79M","0.97%"
"07/26/2020","76.51","72.86","77.88","72.76","43.22M","4.07%"
"07/19/2020","73.52","76.16","76.47","72.81","45.22M","-3.47%"
"07/12/2020","76.16","73.42","76.52","73.16","36.51M","4.09%"
"07/05/2020","73.16","75.56","76.30","72.51","34.68M","-2.60%"
"06/28/2020","75.12","72.37","75.62","72.01","32.39M","4.77%"
"06/21/2020","71.70","73.77","74.97","71.51","44.75M","-3.48%"
"06/14/2020","74.28","71.43","74.36","70.15","74.94M","2.10%"
"06/07/2020","72.75","77.38","79.63","71.96","56.48M","-7.25%"
"05/31/2020","78.44","76.45","79.27","75.17","48.68M","1.91%"
"05/24/2020","76.97","74.62","77.18","72.47","56.00M","5.70%"
"05/17/2020","72.82","77.24","77.24","72.53","47.26M","-4.27%"
"05/10/2020","76.07","72.50","76.81","72.39","49.50M","4.42%"
"05/03/2020","72.85","74.39","75.14","71.92","47.77M","-1.64%"
"04/26/2020","74.06","77.45","80.74","73.35","64.80M","-4.62%"
"04/19/2020","77.65","78.97","80.22","74.58","54.70M","-2.43%"
"04/12/2020","79.58","78.02","80.25","76.12","52.72M","1.18%"
"04/05/2020","78.66","74.69","79.42","74.28","48.03M","8.18%"
"03/29/2020","72.71","70.20","73.99","69.49","62.44M","6.30%"
"03/22/2020","68.40","67.00","70.73","62.22","83.12M","0.52%"
"03/15/2020","68.04","67.48","72.55","64.00","101.58M","-7.02%"
"03/08/2020","73.18","74.38","78.36","68.90","94.72M","-6.63%"
"03/01/2020","78.38","73.55","79.21","73.50","81.76M","7.37%"
"02/23/2020","73.00","76.86","78.75","70.73","80.00M","-7.02%"
"02/16/2020","78.51","79.03","79.25","77.78","40.07M","-0.38%"
"02/09/2020","78.81","81.13","82.00","77.66","65.46M","-2.86%"
"02/02/2020","81.13","82.04","85.05","80.10","77.90M","-0.42%"
"01/26/2020","81.47","81.15","84.06","80.77","47.23M","-0.63%"
"01/19/2020","81.98","86.50","86.74","81.60","43.87M","-5.49%"
"01/12/2020","86.74","85.36","87.78","84.74","43.79M","1.61%"
"01/05/2020","85.37","86.99","87.47","84.30","47.26M","-1.88%"
"12/29/2019","87.01","87.28","87.86","86.17","21.76M","-0.27%"
"12/22/2019","87.25","87.56","87.74","86.84","16.28M","-0.09%"
